email_text,hostname,scan_duration,host_up,alternate_ip_count,ip_address,common_web_ports_open,open_ports_count,latency,filtered_ports_count,open_ports,rdns_record,https_supported,services,host_found,interesting_url,asn_found,ip_found,email_type
"Because of this:
http://hrw.org/press/2002/08/yahoo080902.htm
there are several of us who are in the BDSM lifestyle who are trying to 
encourage our local groups to find alternatives to yahoo groups as a way 
of communicating with each other.  I've set up a place to have maillists 
on my server for any group who wants to use it, but I was wondering if 
anyone knows of an alternative that allows all the bells and whistles that 
yahoo has, such as reminders, file storage, calendars, etc.  Anyone?
TIA,
Cindy-- 
""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn",hrw.org,43.1,1,0,23.185.0.2,1,3,0.028,996,"443, 8008, 80",,1,"http, https",121,0,0,304,Safe Email
"Martin, iwill try that, however i've only approved the minimal standard apps - I'll give it a go anyway. I think this is something more insidious than the standard adprogram - maybe i'm paranoid!!! Brian ----- Original Message ----- From: ""Martin Whelan"" To: Sent: Saturday, August 03, 2002 10:01 PM Subject: Re: [IIU] spyware calling home? > It may be worth removing all your apps from the approved list. (a bit of a > pain, I agree) then check the first app which makes the connection. With a > bit of luck it won't be anything standard > > At 21:47 03/08/02 +0100, you wrote: > >Unfortunately, I don't. ZoneAlarm normally gives that info but not this > >time. It just blocks the outward access and warns me that the attempt > >occurred. > >Brian > >----- Original Message ----- > >From: ""Martin Whelan"" > >To: > >Sent: Saturday, August 03, 2002 9:32 PM > >Subject: Re: [IIU] spyware calling home? > > > > > > > Do you know which app is making the connection? > > > > > > > > > At 20:18 03/08/02 +0100, you wrote: > > > >Hello all > > > >I'm looking for advice. My pc has developed a disturbing tendency of > >trying > > > >to access IP 62.17.143.253 without my consent. It has got to the stage > >where > > > >normal web-browsing is almost impossible. > > > >I have checked IP address on RIPE database and I know precisely who is > >being > > > >called. I contacted that company on 14 July, when the problem first arose > > > >and asked for a remedy but (surprise) got no reply. > > > >A helpful person on the ie.comp list suggested Adaware spyware removal. I > > > >ran this and haven't had a problem again until today. > > > >The offending program is obviously not in Adaware db. (I run adaware with > > > >current ref files every day now).? > > > >Any suggestions, please, for removing whatever the f*** is causing this > > > >from my pc? > > > >Brian > > > > > > > > > > > >_______________________________________________ > > > >IIU mailing list > > > >IIU@iiu.taint.org > > > >http://iiu.taint.org/mailman/listinfo/iiu > > > > > > ======================================================================== > > > Martin Whelan | DÃ©ise Design | www.deisedesign.com | Tel : 086-8888975 > > > > > > "" Our core product DÃ©iseditor Â© allows organisations to publish > >information > > > to their web site in a fast and cost effective manner. There is no need > >for > > > a full time web developer, as the site can be easily updated by the > > > organisations own staff. > > > Instant updates to keep site information fresh. Sites which are updated > > > regularly bring users back. Visit www.deisedesign.com/deiseditor.html for > >a > > > demonstration "" > > > > > > DÃ©iseditor Â© "" Managing Your Information "" > > > ======================================================================== > > > > > > _______________________________________________ > > > IIU mailing list > > > IIU@iiu.taint.org > > > http://iiu.taint.org/mailman/listinfo/iiu > > > > > > >_______________________________________________ > >IIU mailing list > >IIU@iiu.taint.org > >http://iiu.taint.org/mailman/listinfo/iiu > > ======================================================================== > Martin Whelan | DÃ©ise Design | www.deisedesign.com | Tel : 086-8888975 > > "" Our core product DÃ©iseditor Â© allows organisations to publish information > to their web site in a fast and cost effective manner. There is no need for > a full time web developer, as the site can be easily updated by the > organisations own staff. > Instant updates to keep site information fresh. Sites which are updated > regularly bring users back. Visit www.deisedesign.com/deiseditor.html for a > demonstration "" > > DÃ©iseditor Â© "" Managing Your Information "" > ======================================================================== > > _______________________________________________ > IIU mailing list > IIU@iiu.taint.org > http://iiu.taint.org/mailman/listinfo/iiu >_______________________________________________ IIU mailing list IIU@iiu.taint.org http://iiu.taint.org/mailman/listinfo/iiu",www.deisedesign.com,"54.66, 0.06","0, 1",0,78.153.200.4,"0, 1","0, 11",0.067,"987, 0","110, 21, 993, 995, 80, 8008, 587, 8443, 443, 143, 53",deise02.blacknight.ie,"0, 1","pop3, imaps, ftp, imap, https-alt, submission, domain, http, pop3s, https",0,0,0,"0, 1",Safe Email
"Hi Matthias,I think I could do help you out with new plugins package for gkrellm 2. 
Would you prefer to keep it as it is now, or package every plugin
separately?  The latter would be probably easier to maintain.-- 
\/ille SkyttÃ¤
ville.skytta at iki.fi
_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",,0.02,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"Update of /cvsroot/spamassassin/spamassassin/lib/Mail/SpamAssassin
In directory usw-pr-cvs1:/tmp/cvs-serv17442/lib/Mail/SpamAssassinModified Files:
      Tag: b2_4_0
	Conf.pm 
Log Message:
added a warning for ISPs in required_hits manual entryIndex: Conf.pm
===================================================================
RCS file: /cvsroot/spamassassin/spamassassin/lib/Mail/SpamAssassin/Conf.pm,v
retrieving revision 1.91.2.2
retrieving revision 1.91.2.3
diff -b -w -u -d -r1.91.2.2 -r1.91.2.3
--- Conf.pm	21 Aug 2002 16:27:27 -0000	1.91.2.2
+++ Conf.pm	21 Aug 2002 16:32:55 -0000	1.91.2.3
@@ -396,7 +396,11 @@
 =item required_hits n.nn   (default: 5)
 
 Set the number of hits required before a mail is considered spam.  C can
-be an integer or a real number.
+be an integer or a real number.  5.0 is the default setting, and is quite
+aggressive; it would be suitable for a single-user setup, but if you're an ISP
+installing SpamAssassin, you should probably set the default to be something
+much more conservative, like 8.0 or 10.0.  Experience has shown that you
+B get plenty of user complaints otherwise!
 
 =cut
 -------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-commits mailing list
Spamassassin-commits@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-commits","lists.sourceforge.net, www.inphonic.com","44.09, 43.4",1,0,"216.105.38.7, 204.235.124.180",0,1,"0.0078, 0.0071",998,8008,", inphonic.com",0,http,0,0,0,"1, 2",Safe Email
"On Tue, Aug 06, 2002 at 09:46:27AM +0100, Matthew French wrote:
> Declan Houlihan mentioned:
> > We're actually investigating switching from Sparc/Solaris to
> > Intel/Linux.
> 
> And then:
> > At the moment at work, if we want a new workstation, we just
> > buy whatever Sun's latest system is, we jumpstart it, and
> > that's it, it's up and running.sorry, i missed this.  redhat supplies something similar called kickstart
(guess who inspired them?).  pc hardware is dumb, so you'll need to use
a floppy.  otoh, every jumpstart config i've seen required rarp plus
plugging the new box's ethernet+ip into a file.  a kickstart boot can
just use a dhcp server.kevin-- 
kevin@suberic.net     that a believer is happier than a skeptic is no more to
fork()'ed on 37058400    the point than the fact that a drunken man is happier
meatspace place: home       than a sober one. the happiness of credulity is a
http://ie.suberic.net/~kevin   cheap & dangerous quality -- g.b. shaw-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",ie.suberic.net,"0.02, 43.5","0, 1",0,67.207.75.22,"0, 1","0, 6",0.049,0,"22, 80, 8008, 9000, 443, 53",,"0, 1","ssh, domain, cslistener, http, https","0, 21",0,0,"0, 2",Safe Email
"In message <200209130231.g8D2VO021580@hobbit.linuxworks.com.au.nospam>, Tony Nu
gent writes:
> 
> I have set my right mouse button to [Move] a message to another
> folder, which works fine.
> 
> However, [Link] also uses the same destination folder as [Move], and
> so if I want to use [Link] I first have to mark the destination
> folder with a message-move, undo the move, then I can use the
> [Link].  Very inconvenient.
> 
> Is there a better way for me to set this up so that [Link] works
> with one or two simple clicks?
> According to some old documentation (man exmh-ref)     The mouse bindings for the folders labels are:          Left - Change to folder.
          Middle - View nested folders.
          Right - Refile current messages to the folder.
          Shift-Right - Link current messages to the folder.
          Shift-Middle - Drag a folder label to some drop target.
          Control-Right - Clear the current target folder.It should be possible to link using shift-right-click the same way you 
can move using only right-click.Kevin
_______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users",,0.03,0,0,,0,0,,0,,,0,,0,0,0,2,Safe Email
"WE NEED HELP.  We are a 14 year old fortune 500 company, and we have 
grown 1000%!  We cannot keep up.  We are looking for individuals who 
want to work at home, and make a good living.So if you are looking to be employed from home with a career that has
vast opportunities, then go:http://www.lotsonet.com/opportunityand fill out our info form.  NO EXPERIENCE REQUIRED, WE WILL TRAIN YOU.
NO COMMITTMENT IS REQUIRED BY FILLING OUT THE FORM, IT IS FOR INFO
ONLY.http://www.lotsonet.com/opportunityYou want to be independent?  THEN MAKE IT HAPPEN!
HAPPEN!SIMPLY CLICK ON THE LINK BELOW FOR FREE, NO OBLIGATED INFORMATION!
GUARANTEED!http://www.lotsonet.com/opportunity
To be removed from our link simple go to:http://www.lotsonet.com/opportunity/remove.html
4171uCAC8-021gCco3337qYKc4-050NVjZ1161Zl37",,0.02,0,0,,0,0,,0,,,0,,0,0,0,0,Phishing Email
"--- In forteana@y..., ""D.McMann""  wrote:
> Jeffrey Archer: The Truth Hehe...brilliant!I especially liked the little touches like the flying pigs when Maggie
tells him she wants him to be her successor.I can imagine him watching this in his cell and thinking that it is
all perfectly true as he recalls it!RobHave you seen the missing ""Have you seen"" sign?
To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/",docs.yahoo.com,44.09,1,1,76.223.84.192,1,3,0.013,996,"443, 8008, 80",a7de0457831fd11f7.awsglobalaccelerator.com,1,"http, https",32,0,0,21,Safe Email
"""Hess, Mtodd, /mth"" said:> I hate to bring this up, but I see more and more spams that contain very
> little, if any, text.  Instead, most of the spam text is in a graphic image.
> How will we be able to detect those as spam?  OCR?or, alternatively, giveaway patterns in the HTML?  That's what's happening
with most obfuscating techniques the spammers are trying -- they become
a very reliable sign of spam in themselves!--j.
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk","lists.sourceforge.net, thinkgeek.com","43.32, 43.3",1,"0, 3","216.105.38.7, 3.168.236.84","0, 1","1, 3","0.0074, 0.0052","996, 998","443, 8008, 80",", server-3-168-236-84.ist50.r.cloudfront.net","0, 1","http, https","0, 62",0,0,"2, 195",Safe Email
"URL: http://www.newsisfree.com/click/-4,8723993,215/
Date: 2002-10-10T03:26:58+01:00Toumai, hailed as our oldest ancestor, is stirring ancient scientific 
rivalries.ï¿½Quizzes[1]ï¿½| Crossword[2]ï¿½| Interactive guides[3]ï¿½| Steve Bell[4]ï¿½| 
Weblog[5]ï¿½*Other news and comment**Blair ready to suspend Stormont*[6][1] http://www.newsisfree.com/quiz/0,7476,349695,00.html
[2] http://www.newsisfree.com/crossword/0,4406,180778,00.html
[3] http://www.newsisfree.com/interactive/0,2759,192055,00.html
[4] http://www.newsisfree.com/cartoons/0,7371,337484,00.html
[5] http://www.newsisfree.com/weblog/0,6798,517233,00.html
[6] http://www.newsisfree.com/Northern_Ireland/Story/0,2763,808962,00.html",www.newsisfree.com,42.4,1,1,172.67.205.86,1,5,0.019,994,"80, 8008, 8080, 8443, 443",,1,"http-proxy, http, https-alt, https",0,0,0,6,Safe Email
"I just updated to the latest CVS - I had been running a build from June.  
Hitting the Flist button gives the following traceback:syntax error in expression ""int(17+1+(222-)*(19-17-2)/(224-))""
    while executing
""expr int($minLine+1+($msgid-$minMsg)*($maxLine-$minLine-2)/($maxMsg-$minMsg))""
    (procedure ""Ftoc_FindMsg"" line 57)
    invoked from within
""Ftoc_FindMsg $i""
    (procedure ""Ftoc_ShowSequences"" line 16)
    invoked from within
""Ftoc_ShowSequences $F""
    (procedure ""ScanFolder"" line 81)
    invoked from within
""ScanFolder inbox 0""
    invoked from within
""time [list ScanFolder $F $adjustDisplay""
    (procedure ""Scan_Folder"" line 2)
    invoked from within
""Scan_Folder $exmh(folder) $ftoc(showNew)""
    (procedure ""Inc_PresortFinish"" line 7)
    invoked from within
""Inc_PresortFinish""
    invoked from within
"".fops.flist invoke""
    (""uplevel"" body line 1)
    invoked from within
""uplevel #0 [list $w invoke]""
    (procedure ""tkButtonUp"" line 7)
    invoked from within
""tkButtonUp .fops.flist
""
    (command bound to event)
It seems to only happen in a folder with no unseen messages.Chris, is this related to your recent changes?Scott_______________________________________________
Exmh-workers mailing list
Exmh-workers@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-workers",,0.02,0,0,,0,0,,0,,,0,,0,0,0,2,Safe Email
"Once upon a time, Yen wrote :> How do I install / add an additional service port to the system which
> can be access via Microsoft ODBC driver?I honestly have no idea, and this is probably not the best list to expect
an answer as it is supposed to discuss rpm packages/packaging matters.If you're using Red Hat Linux 7.3, you should try this list :
https://listman.redhat.com/mailman/listinfo/valhalla-listMatthias-- 
Matthias Saou                                World Trade Center
-------------                                Edificio Norte 4 Planta
System and Network Engineer                  08039 Barcelona, Spain
Electronic Group Interactive                 Phone : +34 936 00 23 23_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",,"0.02, 0.01",0,0,,0,0,,0,,,0,,0,0,0,"0, 2",Safe Email
">===== Original Message From deedsmis@aculink.net, ilug@linux.ie =====
>""Hunt, Bryan"" stated the following:
>>
>> choose the repair option when installing windows nt/2000/whatever
>
>What is the ""repair option""?
>
If u choose Setup NT from the installation CD it will reboot your system
and give the option of repairing an existing installation when it reboots.
I did this the other night, with the check MBR option, but it didn't 
overwrite the MBR like it should (apparently). Either my disk is completely
shagged or i'm missing something.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,0.01,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"Protect Yourself.Purchase An Extended Warranty For Your Car Before
Your Existing Warranty Expires And Save Hundreds.Even if your warranty has expired, you will save
40-60 percent over the warranties offered by
dealerships and it's the SAME warranty.All quotes are 100 percent free.All quotes are obligation free.Dear Friend,Car troubles always seem to happen at the worst
possible time. Protect yourself and your family
with a quality Extended Warranty for your car,
truck, or SUV, so that a large expense cannot hit
you all at once. We cover most vehicles with less
than 150,000 miles.Do not buy from a dealer. Their prices are often
40-60 percent MORE!We offer fair prices and prompt, toll-free claims
service. Get an Extended Warranty on your car
today. YOU WILL BE SURPRISED BY HOW INEXPENSIVE
THIS PROTECTION CAN BE!Warranty plans also include, for free:1. 24-Hour Roadside Assistance
2. Rental Benefit
3. Trip Interruption Intervention
4. Extended Towing BenefitTake advantage of our special offer, before it
expires, by going to:Click_Herehttp://redirect.metropol.dk/cgi-bin/redirect.pl?molid=rel&url=211.167.74.101/auto/Sincerely,S.C. Valentine
EWFC, Inc.mrcztbxlwuukwxoqgwyaszncexlqcdpeljuytjzytmeuaivyfpvcranyqyygjyaiajphjoimfahyolykergzuvbpadgopxivbdvonbalwnjrmpfhtxumhztfv__________________________________________________________________
The NEW Netscape 7.0 browser is now available. Upgrade now! http://channels.netscape.com/ns/browsers/download.jsp Get your own FREE, personal Netscape Mail account today at http://webmail.netscape.com/","channels.netscape.com, webmail.netscape.com","44.67, 56.4",1,1,87.248.119.251,1,3,"0.016, 0.065",996,"443, 8008, 80, 443, 8008, 80",e1-bmr.ycpi.vip.deb.yahoo.com,1,"http, https, http, https",0,0,0,"5, 14",Phishing Email
"Hi,I've installed Quake 3 onto my computer and it starts to run up ok but as
soon as the graphics start it bails out.  It complains that there is an
error in sis_drv.o,  the line before this says that it is starting Quake in
24 bit depth, now from http://www.winischhofer.net/linuxsis630.shtml I
understand that the sis630 won't do 24 bit depth.  So is there a way to make
Quake start up in 16 bit depth?  I've done some ""google""ing but drawn a
blank.....ThanksGreg
**************************************************************************
The information contained in this e-mail is confidential,
may be privileged and is intended only for the use of the
recipient named above. If you are not the intended
recipient or a representative of the intended recipient,
you have received this e-mail in error and must not copy,
use or disclose the contents of this email to anybody
else. If you have received this e-mail in error, please
notify the sender immediately by return e-mail and
permanently delete the copy you received. This email has
been swept for computer viruses. However, you should
carry out your own virus checks.
Registered in Ireland, No. 205721. http://www.FINEOS.com
**************************************************************************
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",", www.FINEOS.com","0.02, 48.23, 0.11","0, 1, 0","0, 1, 0",", 141.193.213.11","0, 1, 0","0, 5, 0",", 0.0054","0, 994, 0",", 80, 8008, 8080, 8443, 443",,"0, 1, 0",", https-alt, http-proxy, http, https",0,0,0,"0, 0, 3",Safe Email
"Date:        Thu, 22 Aug 2002 10:04:06 -0500
    From:        Chris Garrigues 
    Message-ID:  <1030028647.6462.TMDA@deepeddy.vircio.com>  | hmmm, I assume you're going to report this to the nmh folks?It turns out, when I did some investigation, that my memory of how MH
worked here was wrong (that's not unusual) - the -seq switch seems to
have always done -nolist (requiring a subsequent -list to turn it on
again).Given that, I have no idea how the pick code as it was ever worked.  In
fact, it quite possibly never did the way it was intended to (I have just
been browsing the 2.5 sources, and that seems to be attempting to do things
that I never saw happen).It may be that your new sequence method just exposed the bug that had been
there all along.Given this, I won't be sending any bug reports to the nmh people.  If nmh
ever seems to be showing any signs further progress, and if I remember this
then, I might send them a change request.   The code to make the change is
trivial.kre_______________________________________________
Exmh-workers mailing list
Exmh-workers@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-workers",,0.02,0,0,,0,0,,0,,,0,,0,0,0,2,Safe Email
"At 2:55 PM -0400 on 7/23/02, Win Treese wrote:
> This should actually be easy to test experimentally: compare the results
> of having someone call up and say, ""Can you show us how to do X for this
> project we're working on?"" with those of having someone summoned by a
> knowledge management project to explain how to do X for the knowledge
> archives.About the only way I've heard of something like this working was back in
the Eighties, when management poster-child QuadGraphics used to have the
maxim ""you can't get promoted unless you teach someone your job"".That might do the trick, though I don't know what happened to QuadGraphics...Cheers,
RAH-- 
-----------------
R. A. Hettinga 
The Internet Bearer Underwriting Corporation 
44 Farquhar Street, Boston, MA 02131 USA
""... however it may deserve respect for its usefulness and antiquity,
[predicting the end of the world] has not been found agreeable to
experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'
http://xent.com/mailman/listinfo/fork",,,0,0,,0,0,,0,,,0,,1,3,1,2,Safe Email
"It was the Spring of 1979.  I was just a tall, goofy looking kid in middle school
with buck-teeth and freckles.  Each day in the
cafeteria, I walked from table to table ...Stealing other kids' lunch money.No, I didn't rob them with a gun or a knife - I just made
them a little deal.  ""Let me borrow two dollars today,"" I said,
""and I'll bring you five dollars next week.""  The investment
was too good to pass up, and other kids were throwing their
lunch money at me like gravy on mashed potatoes.  Of course 
when ""next week"" rolled around and I couldn't pony up the cash,
I promised to pay them even more the week after that,
if they would just let me keep their investment a little bit 
longer.Eventually the end of the year came and went, high school
started and with it came girls, and homework, and parties,
and sports, and those poor kids from eighth grade had more 
things on their mind than last year's lunch money.I made off with a tidy sum for a middle school kid,
and I didn't even get beat up.Hidden inside this story are the two greatest stock market 
secrets you will ever learn.First of all, greed is your number one enemy. You're not
going to turn $2 into $5 in a week, so cash out when
you're ahead.  Don't wait for the boat to sink before 
grabbing the lifejacket.Second, never trust an investment adviser of any kind.
They are looking out for their own money, not yours.The ""professionals"", those stuffy investment counselors and
money managers, will always tell you that the best time to
buy is NOW.  According to those guys, the longer you keep
your money in the market, the more money you're going to make.
Ask them when is the best time to sell and their answer is
""NEVER"".  In a sense, they are right.  If you put $250,000 in an index
fund right now, you'll probably have over a million dollars
in thirty or forty years.  But here's the problem:Do you want to WAIT thirty or forty years to be rich?Hell no!You want the money NOW - so you can enjoy it. It's hard to
make use of your fortune when you're seventy years old 
in a wheelchair.  If you could make a million dollars in
the next few years, what would you do with it?  Where would
you travel?  What kind of car would you buy?  The fact is ... youth is the best time to be rich.If your goal is to make quick profits in the market, volatility
is your ally, and stability your enemy.  You want to see
those large upswings, two hundred points in a day, followed
by the four hundred point crash a week later.  You don't
care if the market went up or down 20% this year as long
it was UNSTABLE.  That's how you're going to make the 
money.What I'm talking about here is day trading.  My father invests the traditional way; he holds some good stocks 
and he goes up 30K and down 30K. In the long term of 5-10 years 
he makes money. The day trader buys or sells 5,000 shares of XYZ for a
$25,000 profit in a 5-10 minute trade.  He acts quickly, taking 
advantage of all the information at his disposal about a 
certain stock, and estimating whether it will go up or 
down within hours, sometimes within minutes.  I can teach you how to do this - and how to make amazing 
amounts of money at it.  It's not rocket science, and you 
only need to learn a few basic principles to get started.Society would have you believe that successful trading is 
complicated and requires formal training.  The truth is, wealthy people use very simple investment 
strategies to make money.  Popular media and investment professionals portray successful
trading as difficult and complex to scare you out of the boxing
ring.  They don't want the competetion - and they sure as hell
don't want you paying a few dollars to an online trading firm
to execute a trade for which they'd charge you forty or fifty 
dollars.They make their money only if you believe two lies:1) That investing is too difficult and risky for the average 
person.2) That using an investment adviser who charges a high 
commission is safer than trading online for a few bucks 
per trade.Here is what the financial gurus in today's society absolutely,
positively DO NOT WANT YOU TO KNOW ...The strategies for profitable day trading are in fact
so simple that anyone can do it - provided they spend
a few hours of studying.  After reading over 200 financial books and publications
during the past decade, and after using day trading
to successfully make more than four million dollars in
the stock market, I've learned the following lessons:** Achieving financial success is incredibly simple.** Anyone can do it.** It only takes a few hours to learn.When I discovered the secret to day trading, I didn't become
wealthy overnight.  If you want instant cash, drive to Wal-mart. 
Buy a ski mask and a shotgun, and rob your local bank. The 
only way to get rich, quick or otherwise, is through
hard work, knowledge, and determination.After learning the fundamentals of day trading, I started 
practicing the trading art itself, and the first few weeks
brought modest gains.  The next few months gave me the practical
experience I needed to really earn a living, and I was pulling
close to a six figure income. In less than three years with no 
formal financial training, minimal effort and only moderate risk,
I had made my first million.  The knowledge that I gained 
during those formative trading years I am willing to share
with you in my new book, the Master Trader.  You will learn from
my mistakes, and from my successes, as I teach you the simple,
secret formula for day trading that I've used profitably
year after year.The income of the day trader can be staggering.  Thousands, even 
hundreds of thousands of dollars can be made or lost within
minutes.  The difference between making money and losing your 
shirt is simply this: knowledge.  I will provide that knowledge,
and I will give you a winning edge at this high-stakes game. Average Income of a Day Trader: 
5% average an income in excess of $500,000 per year
22% average an income in excess of $250,000 per year
35% average an income in excess of $100,000 per year. 
27% average an income between $50,000 and $99,999 per year 
11% average an income between $20,000 and $49,999 per year After reading the Master Trader, you will discover extremely 
profitable, simple yet powerful trading methods that give 
you an almost unfair trading advantage and make you 
win DESPITE the current market weakness. Here is just a snippet of what I will teach you:*** Make money whether a stock goes up or down.
*** Learn how to get in and out of stocks within split seconds.
*** Learn exactly what stocks to trade, the exact price to 
buy them and the exact price to sell them. 
*** Save thousands of dollars by learning to avoid the 
mistakes beginners make.
*** Learn how to trade stocks like a pro and how to make money 
consistently in every market! 
*** Learn proven strategies that give you the highest chance 
for great success. 
*** Profit on huge intraday price swings.
*** Make money on the biggest news stories.
*** Actively manage your risks and learn how to realize maximum
returns. 
*** Learn how to use the tools and information Wall Street 
professionals use.
*** Learn how to develop and maintain a winning state of mind. 
It's time to ask yourself: ""Am I going to listen to the 
Professionals who say BUY BUY BUY but never sell?  Or am
I going to take control of my own financial future, and
start making money RIGHT NOW in the stock market?""Who is looking out for your best economic interests - some
wealthy Wall Street stockbroker, or yourself?With the Master Trader e-book, you will learn everything you 
need to know in order to get started with Day Trading ... from 
choosing the best broker in order to take advantage of the 
lowest commissions and instant order executions to professional 
trading strategies that make professional traders millions of 
dollars.The Master Trader e-book is the most comprehensive yet easy to 
understand and straight-forward book ever written about active 
trading. If you are serious about success in short term stock 
trading - ORDER TODAY and start paving the road to your
own financial future.Oh, and remember that scraggly kid in the eighth grade?
His high school friends laughed when he said he was going to 
make money in the stock market.  Six years later, he bought a beach-front home on the California
coast - WITH CASH.  Oops, they weren't laughing anymore.In a rollercoaster market like we have today, day trading
is the fastest track to wealth.  If you're looking
for a long-term retirement investment with no risk 
that goes up 5% a year, then by all means, this ain't
your kind of game.But if you want the QUICKEST possible way to make a FORTUNE
in the market, with the lowest element of risk, then
order the MASTER TRADER e-book right now.  I promise
to teach you ALL of the secrets that helped me become a
millionaire through successful day trading.You don't need to know anything about the market, and
anyone can do it, with minimum effort.  It's an easy
game to win if you know how the pieces move.Order the MASTER TRADER e-book right now for only $49.97
by clicking on the link below:http://4tools4life.com/qs******************************************************
Our company is strictly opposed to unsolicited emails.
To be removed from this list, please send an email
to ""bulkexpert@yahoo.com""
******************************************************0283PTfl6-774Bfbm7392dPuV0-307VjSM4803zjlu1-614iiKT2570JdKt6-854fhdA5838oELl71",,0.08,0,0,,0,0,,0,,,0,,0,2,1,1,Phishing Email
"FYI, members of this list might be interested in the 4th International
Workshop on Web Site Evolution (WSE 2002), being held October 2, 2002, in
Montreal, Canada.http://star.itc.it/wse2002/- Jim>>From the Web page: The potential of the Web as a vehicle for offering a variety of services is
becoming more apparent as Web sites evolve their contents from static
information to more dynamic and interactive forms. A number of new standards
and commercial products are emerging, offering a basis for developing
Web-based services from dynamic composible resources, extending both the
range and scope of services that can be made available through the Web.The goal of this one-day workshop is to bring together members of the Web
design, software engineering, and information technology communities to
discuss techniques for migrating to Web services. Architectural styles and
tool support for service-based Web sites are currently quite diverse.
Expertise in constructing service-based Web pages is quite limited, and
experience accounts are lacking. The explosion of non-traditional computing
platforms for browsing the Web, such as PDAs, WAP-enabled phones, and
Internet appliances, is forcing Web professionals to rethink the separation
of form from content and the range and scope of services offered via the
Web.WSE 2002 will provide an opportunity for the exchange of information related
to exciting new research and empirical results in areas including (but not
limited to):*   Migrating to Web services
*   Web quality determination and improvement through process and product
control
*   Enhancing Web sites to make them more accessible, reliable, and usable
*   Analyzing and reverse-engineering Web site content and structure
*   Making Web site content available in multiple formats for multiple
platforms
*   Applying traditional software engineering activities such as
architecture, metrics, and testing to Web sites
*   Case studies of large-scale Web site reuse, reengineering, and evolutionWSE 2002 is co-located with the IEEE International Conference on Software
Maintenance (ICSM 2002). ICSM is the IEEE Computer Society's flagship event
focused on the modernization of existing systems. ICSM 2002's theme of
""maintaining distributed heterogeneous systems"" nicely compliments WSE
2002's overall theme and goals.http://xent.com/mailman/listinfo/fork",", xent.com","0.11, 115.62","0, 1",0,", 69.55.232.243","0, 1","4, 0",", 0.21",0,", 22, 80, 8008, 443",,"0, 1",", ssh, http, https","0, 6","0, 3","0, 1","0, 2",Safe Email
"On Thu, 1 Aug 2002 12:53:00 +0200, Matthias Saou  wrote:> None for that ""builds"" part : It's just an export of the CVS tree in which
> I keep my spec files and patches! ;-)
> I think the filemtime() php function that Ville uses in his sript is what
> I'm looking for, then I guess I just need to fill an array with the names
> and mtimes, sort it, then display what I want :-)    Arg; what a pain.  You can have a cron job to 'digest' this information every so often and populate the database...
  
------------------------------------------------------------------------
Brian FahrlÃ¤nder              Linux Zealot, Conservative, and Technomad
Evansville, IN                    My Voyage: http://www.CounterMoon.com
ICQ  5119262
------------------------------------------------------------------------
I don't want to hear news from Isreal until the news contains the words
""Bullet"", ""Brain"", and ""Arafat""._______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",www.CounterMoon.com,"0.03, 47.44","0, 1","0, 1",3.33.130.190,"0, 1","0, 3",0.021,"996, 0","443, 8008, 80",a2aa9ff50de748dbe.awsglobalaccelerator.com,"0, 1","http, https",0,0,0,"0, 3",Safe Email
